"pclass","survived","sex","age","sibsp","parch","fare","embarked","title","solo"
"2nd","1","female",31,0,0,21,"Southampton","Miss","1"
"2nd","0","male",30,1,0,21,"Southampton","Mr","0"
"1st","1","female",36,1,2,120,"Southampton","Mrs","0"
"2nd","0","male",23,1,0,10.5,"Southampton","Mr","0"
"2nd","1","female",31,0,0,21,"Southampton","Mrs","1"
"2nd","0","male",NA,0,0,0,"Southampton","Mr","1"
"2nd","1","female",12,0,0,15.75,"Southampton","Miss","1"
"2nd","1","female",40,0,0,15.75,"Southampton","Mrs","1"
"2nd","1","female",32.5,0,0,13,"Southampton","Miss","1"
"2nd","0","male",27,1,0,26,"Southampton","Mr","0"
"2nd","1","female",29,1,0,26,"Southampton","Mrs","0"
"2nd","1","male",2,1,1,23,"Southampton","Master","0"
"2nd","1","female",4,1,1,23,"Southampton","Miss","0"
"1st","0","male",49,0,0,26,"Southampton","Mr","1"
"2nd","1","female",29,0,2,23,"Southampton","Mrs","0"
"2nd","1","female",0.916700006,1,2,27.75,"Southampton","Miss","0"
"2nd","1","female",5,1,2,27.75,"Southampton","Miss","0"
"2nd","0","male",36,1,2,27.75,"Southampton","Mr","0"
"2nd","1","female",33,1,2,27.75,"Southampton","Mrs","0"
"2nd","0","male",66,0,0,10.5,"Southampton","Mr","1"
"2nd","0","male",NA,0,0,12.875,"Southampton","Mr","1"
"2nd","1","male",31,0,0,13,"Southampton","Mr","1"
"2nd","1","male",NA,0,0,13,"Southampton","Mr","1"
"2nd","1","female",26,0,0,13.5,"Southampton","Miss","1"
"1st","1","male",48,0,0,26.5499992,"Southampton","Mr","1"
"1st","1","female",NA,0,0,27.7208004,"Cherbourg","Mrs","1"
"2nd","0","female",24,0,0,13,"Southampton","Miss","1"
"3rd","0","male",42,0,0,7.55000019,"Southampton","Mr","1"
"3rd","0","male",13,0,2,20.25,"Southampton","Master","0"
"3rd","0","male",16,1,1,20.25,"Southampton","Mr","0"
"3rd","1","female",35,1,1,20.25,"Southampton","Mrs","0"
"3rd","1","female",16,0,0,7.6500001,"Southampton","Miss","1"
"3rd","1","male",25,0,0,7.6500001,"Southampton","Mr","1"
"3rd","1","male",20,0,0,7.92500019,"Southampton","Mr","1"
"3rd","1","female",18,0,0,7.22919989,"Cherbourg","Mrs","1"
"3rd","0","male",30,0,0,7.25,"Southampton","Mr","1"
"1st","0","male",36,1,0,78.8499985,"Southampton","Mr","0"
"3rd","0","male",26,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","female",40,1,0,9.47500038,"Southampton","Mrs","0"
"3rd","1","male",0.833299994,0,1,9.35000038,"Southampton","Master","0"
"3rd","1","female",18,0,1,9.35000038,"Southampton","Mrs","0"
"3rd","1","male",26,0,0,18.7875004,"Cherbourg","Mr","1"
"3rd","0","male",26,0,0,7.88749981,"Southampton","Mr","1"
"3rd","0","male",20,0,0,7.92500019,"Southampton","Mr","1"
"3rd","0","male",24,0,0,7.05000019,"Southampton","Mr","1"
"3rd","0","male",25,0,0,7.05000019,"Southampton","Mr","1"
"3rd","0","male",35,0,0,8.05000019,"Southampton","Mr","1"
"1st","1","female",76,1,0,78.8499985,"Southampton","Mrs","0"
"3rd","0","male",18,0,0,8.30000019,"Southampton","Mr","1"
"3rd","0","male",32,0,0,22.5249996,"Southampton","Mr","1"
"3rd","1","female",19,1,0,7.85419989,"Southampton","Miss","0"
"3rd","0","male",4,4,2,31.2749996,"Southampton","Master","0"
"3rd","0","female",6,4,2,31.2749996,"Southampton","Miss","0"
"3rd","0","female",2,4,2,31.2749996,"Southampton","Miss","0"
"3rd","1","female",17,4,2,7.92500019,"Southampton","Miss","0"
"3rd","0","female",38,4,2,7.7750001,"Southampton","Miss","0"
"3rd","0","female",9,4,2,31.2749996,"Southampton","Miss","0"
"3rd","0","female",11,4,2,31.2749996,"Southampton","Miss","0"
"1st","0","male",46,1,0,61.1749992,"Southampton","Mr","0"
"3rd","0","male",39,1,5,31.2749996,"Southampton","Mr","0"
"3rd","1","male",27,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","male",26,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","female",39,1,5,31.2749996,"Southampton","Mrs","0"
"3rd","0","male",20,0,0,7.85419989,"Southampton","Mr","1"
"3rd","0","male",26,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",25,1,0,17.7999992,"Southampton","Mr","0"
"3rd","0","female",18,1,0,17.7999992,"Southampton","Mrs","0"
"3rd","0","male",24,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",35,0,0,7.05000019,"Southampton","Mr","1"
"1st","1","female",47,1,0,61.1749992,"Southampton","Mrs","0"
"3rd","0","male",5,4,2,31.3875008,"Southampton","Master","0"
"3rd","0","male",9,4,2,31.3875008,"Southampton","Master","0"
"3rd","1","male",3,4,2,31.3875008,"Southampton","Master","0"
"3rd","0","male",13,4,2,31.3875008,"Southampton","Master","0"
"3rd","1","female",5,4,2,31.3875008,"Southampton","Miss","0"
"3rd","0","male",40,1,5,31.3875008,"Southampton","Mr","0"
"3rd","1","male",23,0,0,7.79580021,"Southampton","Mr","1"
"3rd","1","female",38,1,5,31.3875008,"Southampton","Mrs","0"
"3rd","1","female",45,0,0,7.2249999,"Cherbourg","Mrs","1"
"3rd","0","male",21,0,0,7.2249999,"Cherbourg","Mr","1"
"1st","1","male",27,1,0,53.0999985,"Southampton","Mr","0"
"3rd","0","male",23,0,0,7.05000019,"Southampton","Mr","1"
"3rd","0","female",17,0,0,14.4582996,"Cherbourg","Miss","1"
"3rd","0","male",30,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","male",23,0,0,7.85419989,"Southampton","Mr","1"
"3rd","1","female",13,0,0,7.22919989,"Cherbourg","Miss","1"
"3rd","0","male",20,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","male",32,1,0,15.8500004,"Southampton","Mr","0"
"3rd","1","female",33,3,0,15.8500004,"Southampton","Mrs","0"
"3rd","1","female",0.75,2,1,19.2583008,"Cherbourg","Miss","0"
"3rd","1","female",0.75,2,1,19.2583008,"Cherbourg","Miss","0"
"1st","1","female",33,1,0,53.0999985,"Southampton","Mrs","0"
"3rd","1","female",5,2,1,19.2583008,"Cherbourg","Miss","0"
"3rd","1","female",24,0,3,19.2583008,"Cherbourg","Mrs","0"
"3rd","1","female",18,0,0,8.05000019,"Southampton","Miss","1"
"3rd","0","male",40,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","male",26,0,0,7.89580011,"Southampton","Mr","1"
"3rd","1","male",20,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","female",18,0,1,14.4541998,"Cherbourg","Miss","0"
"3rd","0","female",45,0,1,14.4541998,"Cherbourg","Mrs","0"
"3rd","0","female",27,0,0,7.87919998,"Queenstown","Miss","1"
"3rd","0","male",22,0,0,8.05000019,"Southampton","Mr","1"
"1st","1","female",36,0,0,262.375,"Cherbourg","Miss","1"
"3rd","0","male",19,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",26,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",22,0,0,9.35000038,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.22919989,"Cherbourg","Master","1"
"3rd","0","male",20,0,0,4.01249981,"Cherbourg","Mr","1"
"3rd","1","male",32,0,0,56.4958,"Southampton","Mr","1"
"3rd","0","male",21,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",18,0,0,7.75,"Southampton","Mr","1"
"3rd","0","male",26,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",6,1,1,15.2458,"Cherbourg","Master","0"
"1st","1","female",30,0,0,86.5,"Southampton","Miss","1"
"3rd","0","female",9,1,1,15.2458,"Cherbourg","Miss","0"
"3rd","0","male",NA,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","female",NA,0,2,15.2458,"Cherbourg","Mrs","0"
"3rd","0","female",NA,0,2,7.75,"Queenstown","Miss","0"
"3rd","0","male",40,1,1,15.5,"Queenstown","Mr","0"
"3rd","0","female",32,1,1,15.5,"Queenstown","Mrs","0"
"3rd","0","male",21,0,0,16.1000004,"Southampton","Mr","1"
"3rd","1","female",22,0,0,7.7249999,"Queenstown","Miss","1"
"3rd","0","female",20,0,0,7.85419989,"Southampton","Miss","1"
"3rd","0","male",29,1,0,7.04580021,"Southampton","Mr","0"
"1st","1","male",45,0,0,29.7000008,"Cherbourg","Mr","1"
"3rd","0","male",22,1,0,7.25,"Southampton","Mr","0"
"3rd","0","male",22,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","male",35,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","female",18.5,0,0,7.28329992,"Queenstown","Miss","1"
"3rd","1","male",21,0,0,7.82079983,"Queenstown","Mr","1"
"3rd","0","male",19,0,0,6.75,"Queenstown","Mr","1"
"3rd","0","female",18,0,0,7.87919998,"Queenstown","Miss","1"
"3rd","0","female",21,0,0,8.66250038,"Southampton","Miss","1"
"3rd","0","female",30,0,0,8.66250038,"Southampton","Miss","1"
"3rd","0","male",18,0,0,8.66250038,"Southampton","Mr","1"
"1st","1","female",63,1,0,77.9582977,"Southampton","Miss","0"
"1st","1","female",NA,0,1,55,"Southampton","Mrs","0"
"3rd","0","male",38,0,0,8.66250038,"Southampton","Mr","1"
"3rd","0","male",17,0,0,8.66250038,"Southampton","Mr","1"
"3rd","0","male",17,0,0,8.66250038,"Southampton","Mr","1"
"3rd","0","female",21,0,0,7.75,"Queenstown","Miss","1"
"3rd","0","male",21,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",21,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",NA,1,0,14.4582996,"Cherbourg","Mr","0"
"3rd","0","female",NA,1,0,14.4582996,"Cherbourg","Mrs","0"
"3rd","0","male",28,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","male",24,0,0,7.85419989,"Southampton","Mr","1"
"1st","0","male",NA,0,0,0,"Southampton","Mr","1"
"3rd","1","female",16,0,0,7.75,"Queenstown","Miss","1"
"3rd","0","female",37,0,0,7.75,"Queenstown","Miss","1"
"3rd","0","male",28,0,0,7.25,"Southampton","Mr","1"
"3rd","0","male",24,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",21,0,0,7.73330021,"Queenstown","Mr","1"
"3rd","1","male",32,0,0,56.4958,"Southampton","Mr","1"
"3rd","0","male",29,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",26,1,0,14.4541998,"Cherbourg","Mr","0"
"3rd","0","male",18,1,0,14.4541998,"Cherbourg","Mr","0"
"3rd","0","male",20,0,0,7.05000019,"Southampton","Mr","1"
"1st","0","male",27,1,0,136.779205,"Cherbourg","Mr","0"
"3rd","1","male",18,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",24,0,0,7.25,"Queenstown","Mr","1"
"3rd","0","male",36,0,0,7.49580002,"Southampton","Mr","1"
"3rd","0","male",24,0,0,7.49580002,"Southampton","Mr","1"
"3rd","0","male",31,0,0,7.73330021,"Queenstown","Mr","1"
"3rd","0","male",31,0,0,7.75,"Queenstown","Mr","1"
"3rd","1","female",22,0,0,7.75,"Queenstown","Miss","1"
"3rd","0","female",30,0,0,7.62919998,"Queenstown","Miss","1"
"3rd","0","male",70.5,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",43,0,0,8.05000019,"Southampton","Mr","1"
"1st","1","female",26,1,0,136.779205,"Cherbourg","Mrs","0"
"3rd","0","male",35,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",27,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",19,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",30,0,0,8.05000019,"Southampton","Mr","1"
"3rd","1","male",9,1,1,15.8999996,"Southampton","Master","0"
"3rd","1","male",3,1,1,15.8999996,"Southampton","Master","0"
"3rd","1","female",36,0,2,15.8999996,"Southampton","Mrs","0"
"3rd","0","male",59,0,0,7.25,"Southampton","Mr","1"
"3rd","0","male",19,0,0,8.1583004,"Southampton","Mr","1"
"3rd","1","female",17,0,1,16.1000004,"Southampton","Miss","0"
"1st","1","female",22,0,0,151.550003,"Southampton","Miss","1"
"3rd","0","male",44,0,1,16.1000004,"Southampton","Mr","0"
"3rd","0","male",17,0,0,8.66250038,"Southampton","Mr","1"
"3rd","0","male",22.5,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","1","male",45,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","female",22,0,0,10.5166998,"Southampton","Miss","1"
"3rd","0","male",19,0,0,10.1708002,"Southampton","Mr","1"
"3rd","1","female",30,0,0,6.94999981,"Queenstown","Miss","1"
"3rd","1","male",29,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",0.333299994,0,2,14.3999996,"Southampton","Master","0"
"3rd","0","male",34,1,1,14.3999996,"Southampton","Mr","0"
"1st","0","male",NA,0,0,52,"Southampton","Mr","1"
"3rd","0","female",28,1,1,14.3999996,"Southampton","Mrs","0"
"3rd","0","male",27,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",25,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",24,2,0,24.1499996,"Southampton","Mr","0"
"3rd","0","male",22,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",21,2,0,24.1499996,"Southampton","Mr","0"
"3rd","0","male",17,2,0,8.05000019,"Southampton","Mr","0"
"3rd","0","male",NA,1,0,16.1000004,"Southampton","Mr","0"
"3rd","1","female",NA,1,0,16.1000004,"Southampton","Mrs","0"
"3rd","1","male",36.5,1,0,17.3999996,"Southampton","Mr","0"
"1st","0","male",47,0,0,25.5874996,"Southampton","Mr","1"
"3rd","1","female",36,1,0,17.3999996,"Southampton","Mrs","0"
"3rd","1","male",30,0,0,9.5,"Southampton","Mr","1"
"3rd","0","male",16,0,0,9.5,"Southampton","Mr","1"
"3rd","1","male",1,1,2,20.5750008,"Southampton","Master","0"
"3rd","1","female",0.166700006,1,2,20.5750008,"Southampton","Miss","0"
"3rd","0","male",26,1,2,20.5750008,"Southampton","Mr","0"
"3rd","1","female",33,1,2,20.5750008,"Southampton","Mrs","0"
"3rd","0","male",25,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.89580011,"Southampton","Mr","1"
"1st","1","female",39,1,1,83.1583023,"Cherbourg","Miss","0"
"3rd","0","male",22,0,0,7.25,"Southampton","Mr","1"
"3rd","0","male",36,0,0,7.25,"Southampton","Mr","1"
"3rd","1","female",19,0,0,7.87919998,"Queenstown","Miss","1"
"3rd","0","male",17,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",42,0,0,8.66250038,"Southampton","Mr","1"
"3rd","0","male",43,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","male",32,0,0,7.75,"Queenstown","Mr","1"
"3rd","1","male",19,0,0,8.05000019,"Southampton","Mr","1"
"3rd","1","female",30,0,0,12.4750004,"Southampton","Miss","1"
"1st","0","male",37,1,1,83.1583023,"Cherbourg","Mr","0"
"3rd","0","female",24,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","female",23,0,0,8.05000019,"Southampton","Miss","1"
"3rd","0","male",33,0,0,7.89580011,"Cherbourg","Mr","1"
"3rd","0","male",65,0,0,7.75,"Queenstown","Mr","1"
"3rd","1","male",24,0,0,7.55000019,"Southampton","Mr","1"
"3rd","0","male",23,1,0,13.8999996,"Southampton","Mr","0"
"3rd","1","female",22,1,0,13.8999996,"Southampton","Mrs","0"
"3rd","0","male",18,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",16,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",45,0,0,6.9749999,"Southampton","Mr","1"
"1st","1","female",64,0,2,83.1583023,"Cherbourg","Mrs","0"
"3rd","0","male",NA,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","male",39,0,2,7.22919989,"Cherbourg","Mr","0"
"3rd","0","male",17,1,1,7.22919989,"Cherbourg","Mr","0"
"3rd","0","male",15,1,1,7.22919989,"Cherbourg","Mr","0"
"3rd","0","male",47,0,0,7.25,"Southampton","Mr","1"
"3rd","1","female",5,0,0,12.4750004,"Southampton","Miss","1"
"3rd","0","male",NA,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","male",40.5,0,0,15.1000004,"Southampton","Mr","1"
"3rd","0","male",40.5,0,0,7.75,"Queenstown","Mr","1"
"3rd","1","male",NA,0,0,7.05000019,"Southampton","Mr","1"
"1st","0","male",39,0,0,0,"Southampton","Mr","1"
"1st","1","female",55,2,0,25.7000008,"Southampton","Mrs","0"
"3rd","0","male",18,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",NA,0,0,6.94999981,"Queenstown","Mr","1"
"3rd","0","male",26,0,0,7.87919998,"Queenstown","Mr","1"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"3rd","1","male",NA,0,0,56.4958,"Southampton","Mr","1"
"3rd","0","female",21,2,2,34.375,"Southampton","Miss","0"
"3rd","0","female",9,2,2,34.375,"Southampton","Miss","0"
"3rd","0","male",NA,0,0,8.05000019,"Southampton","Mr","1"
"1st","0","male",NA,0,0,26.5499992,"Southampton","Mr","1"
"3rd","0","male",18,2,2,34.375,"Southampton","Mr","0"
"3rd","0","male",16,1,3,34.375,"Southampton","Mr","0"
"3rd","0","female",48,1,3,34.375,"Southampton","Mrs","0"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",NA,0,0,7.25,"Southampton","Mr","1"
"3rd","0","male",25,0,0,7.74170017,"Queenstown","Mr","1"
"3rd","0","male",NA,0,0,14.5,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.89580011,"Cherbourg","Mr","1"
"3rd","0","male",22,0,0,8.05000019,"Southampton","Mr","1"
"3rd","1","female",16,0,0,7.73330021,"Queenstown","Miss","1"
"1st","0","male",70,1,1,71,"Southampton","Capt","0"
"3rd","1","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","male",9,0,2,20.5249996,"Southampton","Master","0"
"3rd","0","male",33,1,1,20.5249996,"Southampton","Mr","0"
"3rd","0","male",41,0,0,7.8499999,"Southampton","Mr","1"
"3rd","1","female",31,1,1,20.5249996,"Southampton","Mrs","0"
"3rd","0","male",38,0,0,7.05000019,"Southampton","Mr","1"
"3rd","0","male",9,5,2,46.9000015,"Southampton","Master","0"
"3rd","0","male",1,5,2,46.9000015,"Southampton","Master","0"
"3rd","0","male",11,5,2,46.9000015,"Southampton","Master","0"
"3rd","0","female",10,5,2,46.9000015,"Southampton","Miss","0"
"1st","1","female",36,0,2,71,"Southampton","Miss","0"
"3rd","0","female",16,5,2,46.9000015,"Southampton","Miss","0"
"3rd","0","male",14,5,2,46.9000015,"Southampton","Mr","0"
"3rd","0","male",40,1,6,46.9000015,"Southampton","Mr","0"
"3rd","0","female",43,1,6,46.9000015,"Southampton","Mrs","0"
"3rd","0","male",51,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",32,0,0,8.36250019,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,8.05000019,"Southampton","Mr","1"
"3rd","0","male",20,0,0,9.8458004,"Southampton","Mr","1"
"3rd","0","male",37,2,0,7.92500019,"Southampton","Mr","0"
"3rd","0","male",28,2,0,7.92500019,"Southampton","Mr","0"
"1st","1","female",64,1,1,26.5499992,"Southampton","Mrs","0"
"3rd","0","male",19,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","female",24,0,0,8.85000038,"Southampton","Miss","1"
"3rd","0","female",17,0,0,7.73330021,"Queenstown","Miss","1"
"3rd","0","male",NA,1,0,19.9666996,"Southampton","Mr","0"
"3rd","0","male",NA,1,0,19.9666996,"Southampton","Mr","0"
"3rd","0","male",28,1,0,15.8500004,"Southampton","Mr","0"
"3rd","1","female",24,1,0,15.8500004,"Southampton","Mrs","0"
"3rd","0","male",20,0,0,9.5,"Southampton","Mr","1"
"3rd","0","male",23.5,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","male",41,2,0,14.1083002,"Southampton","Mr","0"
"1st","0","male",39,1,0,71.2833023,"Cherbourg","Mr","0"
"3rd","0","male",26,1,0,7.85419989,"Southampton","Mr","0"
"3rd","0","male",21,0,0,7.85419989,"Southampton","Mr","1"
"3rd","1","female",45,1,0,14.1083002,"Southampton","Mrs","0"
"3rd","0","female",NA,0,0,7.55000019,"Southampton","Miss","1"
"3rd","0","male",25,0,0,7.25,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,6.85830021,"Queenstown","Mr","1"
"3rd","0","male",11,0,0,18.7875004,"Cherbourg","Mr","1"
"3rd","1","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","male",27,0,0,6.9749999,"Southampton","Mr","1"
"3rd","1","male",NA,0,0,56.4958,"Southampton","Mr","1"
"1st","1","female",38,1,0,71.2833023,"Cherbourg","Mrs","0"
"3rd","0","female",18,0,0,6.75,"Queenstown","Miss","1"
"3rd","1","female",26,0,0,7.92500019,"Southampton","Miss","1"
"3rd","0","female",23,0,0,7.92500019,"Southampton","Miss","1"
"3rd","1","female",22,0,0,8.96249962,"Southampton","Miss","1"
"3rd","0","male",28,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","female",28,0,0,7.7750001,"Southampton","Miss","1"
"3rd","0","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","female",2,0,1,12.2875004,"Southampton","Miss","0"
"3rd","1","female",22,1,1,12.2875004,"Southampton","Mrs","0"
"3rd","0","male",43,0,0,6.44999981,"Southampton","Mr","1"
"1st","1","male",51,0,0,26.5499992,"Southampton","Mr","1"
"3rd","0","male",28,0,0,22.5249996,"Southampton","Mr","1"
"3rd","1","female",27,0,0,7.92500019,"Southampton","Miss","1"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"3rd","1","female",NA,0,0,8.05000019,"Southampton","Miss","1"
"3rd","0","male",42,0,0,7.6500001,"Southampton","Mr","1"
"3rd","1","male",NA,0,0,7.88749981,"Southampton","Mr","1"
"3rd","0","male",30,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","male",NA,0,0,7.89580011,"Southampton","Mr","1"
"3rd","0","female",27,1,0,7.92500019,"Southampton","Miss","0"
"3rd","0","female",25,1,0,7.92500019,"Southampton","Miss","0"
"1st","1","male",27,0,0,30.5,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.89580011,"Southampton","Mr","1"
"3rd","1","male",29,0,0,7.89580011,"Cherbourg","Mr","1"
"3rd","1","male",21,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","male",NA,0,0,7.05000019,"Southampton","Mr","1"
"3rd","0","male",20,0,0,7.85419989,"Southampton","Mr","1"
"3rd","0","male",48,0,0,7.85419989,"Southampton","Mr","1"
"3rd","0","male",17,1,0,7.05420017,"Southampton","Mr","0"
"3rd","1","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","male",NA,0,0,8.11250019,"Southampton","Mr","1"
"3rd","0","male",34,0,0,6.49580002,"Southampton","Mr","1"
"1st","1","female",33,0,0,151.550003,"Southampton","Miss","1"
"3rd","1","male",26,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",22,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","male",33,0,0,8.6541996,"Southampton","Mr","1"
"3rd","0","male",31,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",29,0,0,7.85419989,"Southampton","Mr","1"
"3rd","1","male",4,1,1,11.1332998,"Southampton","Master","0"
"3rd","1","female",1,1,1,11.1332998,"Southampton","Miss","0"
"3rd","0","male",49,0,0,0,"Southampton","Mr","1"
"3rd","0","male",33,0,0,7.7750001,"Southampton","Mr","1"
"3rd","0","male",19,0,0,0,"Southampton","Mr","1"
"1st","1","female",53,2,0,51.4791985,"Southampton","Mrs","0"
"1st","0","male",31,1,0,52,"Southampton","Mr","0"
"3rd","1","female",27,0,2,11.1332998,"Southampton","Mrs","0"
"3rd","0","male",NA,1,2,23.4500008,"Southampton","Master","0"
"3rd","0","female",NA,1,2,23.4500008,"Southampton","Miss","0"
"3rd","0","male",NA,1,2,23.4500008,"Southampton","Mr","0"
"3rd","0","female",NA,1,2,23.4500008,"Southampton","Mrs","0"
"3rd","0","male",23,0,0,7.89580011,"Southampton","Mr","1"
"3rd","1","male",32,0,0,7.85419989,"Southampton","Mr","1"
"3rd","0","male",27,0,0,7.85419989,"Southampton","Mr","1"
"3rd","0","female",20,1,0,9.82499981,"Southampton","Miss","0"
"3rd","0","female",21,1,0,9.82499981,"Southampton","Miss","0"
"1st","1","female",27,1,2,52,"Southampton","Mrs","0"
"3rd","1","male",32,0,0,7.92500019,"Southampton","Mr","1"
"3rd","0","male",17,0,0,7.125,"Southampton","Mr","1"
"3rd","0","male",21,0,0,8.43330002,"Southampton","Mr","1"
"3rd","0","male",30,0,0,7.89580011,"Southampton","Mr","1"
"3rd","1","male",21,0,0,7.79580021,"Southampton","Mr","1"
"3rd","0","male",33,0,0,7.85419989,"Southampton","Mr","1"
"3rd","0","male",22,0,0,7.52080011,"Southampton","Mr","1"
"3rd","1","female",4,0,1,13.4167004,"Cherbourg","Miss","0"
"3rd","1","male",39,0,1,13.4167004,"Cherbourg","Mr","0"
"3rd","0","male",NA,0,0,7.22919989,"Cherbourg","Mr","1"
"1st","1","male",31,1,0,57,"Southampton","Mr","0"
"3rd","0","male",18.5,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","male",NA,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",NA,0,0,7.25,"Southampton","Mr","1"
"3rd","1","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","1","female",NA,0,0,7.75,"Queenstown","Miss","1"
"3rd","0","male",34.5,0,0,7.82919979,"Queenstown","Mr","1"
"3rd","0","male",44,0,0,8.05000019,"Southampton","Mr","1"
"3rd","1","male",NA,0,0,7.75,"Queenstown","Mr","1"
"3rd","0","male",NA,1,0,14.4541998,"Cherbourg","Mr","0"
"3rd","0","female",NA,1,0,14.4541998,"Cherbourg","Mrs","0"
"1st","1","female",17,1,0,57,"Southampton","Mrs","0"
"3rd","0","male",NA,1,0,7.75,"Queenstown","Mr","0"
"3rd","0","male",NA,1,0,7.75,"Queenstown","Mr","0"
"3rd","0","male",NA,0,0,7.73750019,"Queenstown","Mr","1"
"3rd","0","female",22,2,0,8.66250038,"Southampton","Miss","0"
"3rd","0","male",26,2,0,8.66250038,"Southampton","Mr","0"
"3rd","1","female",4,0,2,22.0249996,"Southampton","Miss","0"
"3rd","1","male",29,3,1,22.0249996,"Southampton","Mr","0"
"3rd","1","female",26,1,1,22.0249996,"Southampton","Mrs","0"
"3rd","0","female",1,1,1,12.1833,"Southampton","Miss","0"
"3rd","0","male",18,1,1,7.85419989,"Southampton","Mr","0"
"1st","1","male",53,1,1,81.8582993,"Southampton","Dr","0"
"3rd","0","female",36,0,2,12.1833,"Southampton","Mrs","0"
"3rd","0","male",NA,0,0,7.89580011,"Cherbourg","Mr","1"
"3rd","1","male",25,0,0,7.22919989,"Cherbourg","Mr","1"
"3rd","0","male",NA,0,0,7.2249999,"Cherbourg","Mr","1"
"3rd","0","female",37,0,0,9.58749962,"Southampton","Miss","1"
"3rd","0","male",NA,0,0,7.89580011,"Southampton","Mr","1"
"3rd","1","male",NA,0,0,56.4958,"Southampton","Mr","1"
